OID_,States,AverageAnnualTemperature,Year_Converted
2546,Maharashtra,26.4099998,01-01-1926 00:00:00
2547,Maharashtra,26.1900005,01-01-1927 00:00:00
2548,Maharashtra,26.3999996,01-01-1928 00:00:00
2549,Maharashtra,26.4099998,01-01-1929 00:00:00
2550,Maharashtra,26.2800007,01-01-1930 00:00:00
2551,Maharashtra,26.5699997,01-01-1931 00:00:00
2552,Maharashtra,26.3299999,01-01-1932 00:00:00
2553,Maharashtra,26.0100002,01-01-1933 00:00:00
2554,Maharashtra,25.9799995,01-01-1934 00:00:00
2555,Maharashtra,26.0900002,01-01-1935 00:00:00
2556,Maharashtra,26.2099991,01-01-1936 00:00:00
2557,Maharashtra,26.0400009,01-01-1937 00:00:00
2558,Maharashtra,26.0400009,01-01-1938 00:00:00
2559,Maharashtra,26.2000008,01-01-1939 00:00:00
2560,Maharashtra,26.1599998,01-01-1940 00:00:00
2561,Maharashtra,27.0100002,01-01-1941 00:00:00
2562,Maharashtra,26.4200001,01-01-1942 00:00:00
2563,Maharashtra,25.9599991,01-01-1943 00:00:00
2564,Maharashtra,26.1599998,01-01-1944 00:00:00
2565,Maharashtra,25.8600006,01-01-1945 00:00:00
2566,Maharashtra,26.3299999,01-01-1946 00:00:00
2567,Maharashtra,26.3799992,01-01-1947 00:00:00
2568,Maharashtra,26.5400009,01-01-1948 00:00:00
2569,Maharashtra,26.3099995,01-01-1949 00:00:00
2570,Maharashtra,26.0400009,01-01-1950 00:00:00
2571,Maharashtra,26.4799995,01-01-1951 00:00:00
2572,Maharashtra,26.6599998,01-01-1952 00:00:00
2573,Maharashtra,26.8099995,01-01-1953 00:00:00
2574,Maharashtra,26.3099995,01-01-1954 00:00:00
2575,Maharashtra,26.2299995,01-01-1955 00:00:00
2576,Maharashtra,26.0799999,01-01-1956 00:00:00
2577,Maharashtra,26.4400005,01-01-1957 00:00:00
2578,Maharashtra,26.8899994,01-01-1958 00:00:00
2579,Maharashtra,26.5699997,01-01-1959 00:00:00
2580,Maharashtra,26.4799995,01-01-1960 00:00:00
2581,Maharashtra,26.1599998,01-01-1961 00:00:00
2582,Maharashtra,26.1399994,01-01-1962 00:00:00
2583,Maharashtra,26.2600002,01-01-1963 00:00:00
2584,Maharashtra,26.3099995,01-01-1964 00:00:00
2585,Maharashtra,26.5699997,01-01-1965 00:00:00
2586,Maharashtra,26.8199997,01-01-1966 00:00:00
2587,Maharashtra,26.5300007,01-01-1967 00:00:00
2588,Maharashtra,26.1599998,01-01-1968 00:00:00
2589,Maharashtra,26.8299999,01-01-1969 00:00:00
2590,Maharashtra,26.2299995,01-01-1970 00:00:00
2591,Maharashtra,25.9300003,01-01-1971 00:00:00
2592,Maharashtra,26.6399994,01-01-1972 00:00:00
2593,Maharashtra,26.6800003,01-01-1973 00:00:00
2594,Maharashtra,26.3999996,01-01-1974 00:00:00
2595,Maharashtra,25.9699993,01-01-1975 00:00:00
2596,Maharashtra,26.5400009,01-01-1976 00:00:00
2597,Maharashtra,26.7600002,01-01-1977 00:00:00
2598,Maharashtra,26.4300003,01-01-1978 00:00:00
2599,Maharashtra,26.8999996,01-01-1979 00:00:00
2600,Maharashtra,26.9300003,01-01-1980 00:00:00
2601,Maharashtra,26.5300007,01-01-1981 00:00:00
2602,Maharashtra,26.7600002,01-01-1982 00:00:00
2603,Maharashtra,26.3600006,01-01-1983 00:00:00
2604,Maharashtra,26.4699993,01-01-1984 00:00:00
2605,Maharashtra,26.6900005,01-01-1985 00:00:00
2606,Maharashtra,26.8400002,01-01-1986 00:00:00
2607,Maharashtra,27.0699997,01-01-1987 00:00:00
2608,Maharashtra,26.8999996,01-01-1988 00:00:00
2609,Maharashtra,26.4200001,01-01-1989 00:00:00
2610,Maharashtra,26.3600006,01-01-1990 00:00:00
2611,Maharashtra,26.6599998,01-01-1991 00:00:00
2612,Maharashtra,26.6900005,01-01-1992 00:00:00
2613,Maharashtra,26.7500000,01-01-1993 00:00:00
2614,Maharashtra,26.4200001,01-01-1994 00:00:00
2615,Maharashtra,26.7199993,01-01-1995 00:00:00
2616,Maharashtra,26.9300003,01-01-1996 00:00:00
2617,Maharashtra,26.5499992,01-01-1997 00:00:00
2618,Maharashtra,27.1599998,01-01-1998 00:00:00
2619,Maharashtra,26.6499996,01-01-1999 00:00:00
2620,Maharashtra,26.7500000,01-01-2000 00:00:00
2621,Maharashtra,26.8999996,01-01-2001 00:00:00
2622,Maharashtra,27.1399994,01-01-2002 00:00:00
2623,Maharashtra,27.0599995,01-01-2003 00:00:00
2624,Maharashtra,26.9300003,01-01-2004 00:00:00
2625,Maharashtra,26.6700001,01-01-2005 00:00:00
2626,Maharashtra,26.9699993,01-01-2006 00:00:00
2627,Maharashtra,27.1100006,01-01-2007 00:00:00
2628,Maharashtra,26.7999992,01-01-2008 00:00:00
2629,Maharashtra,27.5799999,01-01-2009 00:00:00
2630,Maharashtra,27.4799995,01-01-2010 00:00:00
2631,Maharashtra,26.8600006,01-01-2011 00:00:00
2632,Maharashtra,26.9400005,01-01-2012 00:00:00
2633,Maharashtra,26.6800003,01-01-2013 00:00:00
2634,Maharashtra,27.0000000,01-01-2014 00:00:00
2635,Maharashtra,27.2099991,01-01-2015 00:00:00
2636,Maharashtra,27.2000008,01-01-2016 00:00:00
2637,Maharashtra,27.2700005,01-01-2017 00:00:00
2638,Maharashtra,27.1399994,01-01-2018 00:00:00
2639,Maharashtra,27.2000008,01-01-2019 00:00:00
2640,Maharashtra,27.0400009,01-01-2020 00:00:00
2641,Manipur,19.2000008,01-01-1901 00:00:00
2642,Manipur,18.9200001,01-01-1902 00:00:00
2643,Manipur,19.1700001,01-01-1903 00:00:00
2644,Manipur,18.9599991,01-01-1904 00:00:00
2645,Manipur,18.5699997,01-01-1905 00:00:00
2646,Manipur,19.1200008,01-01-1906 00:00:00
2647,Manipur,18.9699993,01-01-1907 00:00:00
2648,Manipur,19.2700005,01-01-1908 00:00:00
2649,Manipur,19.4099998,01-01-1909 00:00:00
2650,Manipur,18.9400005,01-01-1910 00:00:00
2651,Manipur,18.8400002,01-01-1911 00:00:00
2652,Manipur,19.0200005,01-01-1912 00:00:00
2653,Manipur,18.8299999,01-01-1913 00:00:00
2654,Manipur,18.9099998,01-01-1914 00:00:00
2655,Manipur,19.5300007,01-01-1915 00:00:00
2656,Manipur,19.4200001,01-01-1916 00:00:00
2657,Manipur,19.0599995,01-01-1917 00:00:00
2658,Manipur,19.0300007,01-01-1918 00:00:00
2659,Manipur,19.5400009,01-01-1919 00:00:00
2660,Manipur,19.4200001,01-01-1920 00:00:00
2661,Manipur,19.4400005,01-01-1921 00:00:00
2662,Manipur,19.6700001,01-01-1922 00:00:00
2663,Manipur,19.4899998,01-01-1923 00:00:00
2664,Manipur,19.6800003,01-01-1924 00:00:00
2665,Manipur,18.9200001,01-01-1925 00:00:00
2666,Manipur,19.3999996,01-01-1926 00:00:00
2667,Manipur,19.2000008,01-01-1927 00:00:00
2668,Manipur,19.6000004,01-01-1928 00:00:00
2669,Manipur,19.3899994,01-01-1929 00:00:00
2670,Manipur,19.2900009,01-01-1930 00:00:00
2671,Manipur,19.6800003,01-01-1931 00:00:00
2672,Manipur,19.5699997,01-01-1932 00:00:00
2673,Manipur,19.4500008,01-01-1933 00:00:00
2674,Manipur,19.4400005,01-01-1934 00:00:00
2675,Manipur,19.6499996,01-01-1935 00:00:00
2676,Manipur,19.4500008,01-01-1936 00:00:00
2677,Manipur,19.6200008,01-01-1937 00:00:00
2678,Manipur,19.5799999,01-01-1938 00:00:00
2679,Manipur,19.5400009,01-01-1939 00:00:00
2680,Manipur,19.3500004,01-01-1940 00:00:00
2681,Manipur,19.6299992,01-01-1941 00:00:00
2682,Manipur,19.8099995,01-01-1942 00:00:00
2683,Manipur,19.4599991,01-01-1943 00:00:00
2684,Manipur,19.6399994,01-01-1944 00:00:00
2685,Manipur,19.4899998,01-01-1945 00:00:00
2686,Manipur,19.8099995,01-01-1946 00:00:00
2687,Manipur,19.7600002,01-01-1947 00:00:00
2688,Manipur,19.2000008,01-01-1948 00:00:00
2689,Manipur,18.9400005,01-01-1949 00:00:00
2690,Manipur,19.2399998,01-01-1950 00:00:00
2691,Manipur,19.3999996,01-01-1951 00:00:00
2692,Manipur,19.5400009,01-01-1952 00:00:00
2693,Manipur,19.5000000,01-01-1953 00:00:00
2694,Manipur,19.2500000,01-01-1954 00:00:00
2695,Manipur,19.2600002,01-01-1955 00:00:00
2696,Manipur,19.4099998,01-01-1956 00:00:00
2697,Manipur,19.3899994,01-01-1957 00:00:00
2698,Manipur,19.9300003,01-01-1958 00:00:00
2699,Manipur,19.3199997,01-01-1959 00:00:00
2700,Manipur,19.8400002,01-01-1960 00:00:00
2701,Manipur,19.4400005,01-01-1961 00:00:00
2702,Manipur,19.3700008,01-01-1962 00:00:00
2703,Manipur,19.3299999,01-01-1963 00:00:00
2704,Manipur,19.2600002,01-01-1964 00:00:00
2705,Manipur,19.0699997,01-01-1965 00:00:00
2706,Manipur,19.5900002,01-01-1966 00:00:00
2707,Manipur,19.1399994,01-01-1967 00:00:00
2708,Manipur,19.0699997,01-01-1968 00:00:00
2709,Manipur,19.4899998,01-01-1969 00:00:00
2710,Manipur,19.2700005,01-01-1970 00:00:00
2711,Manipur,18.9799995,01-01-1971 00:00:00
2712,Manipur,19.2900009,01-01-1972 00:00:00
2713,Manipur,19.5799999,01-01-1973 00:00:00
2714,Manipur,19.1700001,01-01-1974 00:00:00
2715,Manipur,19.3199997,01-01-1975 00:00:00
2716,Manipur,19.3199997,01-01-1976 00:00:00
2717,Manipur,19.0400009,01-01-1977 00:00:00
2718,Manipur,19.2800007,01-01-1978 00:00:00
2719,Manipur,19.8099995,01-01-1979 00:00:00
2720,Manipur,19.5200005,01-01-1980 00:00:00
2721,Manipur,19.4599991,01-01-1981 00:00:00
2722,Manipur,19.2999992,01-01-1982 00:00:00
2723,Manipur,19.2199993,01-01-1983 00:00:00
2724,Manipur,19.3799992,01-01-1984 00:00:00
2725,Manipur,19.5100002,01-01-1985 00:00:00
2726,Manipur,19.4699993,01-01-1986 00:00:00
2727,Manipur,19.7500000,01-01-1987 00:00:00
2728,Manipur,19.8600006,01-01-1988 00:00:00
2729,Manipur,19.4200001,01-01-1989 00:00:00
2730,Manipur,19.5599995,01-01-1990 00:00:00
2731,Manipur,19.2000008,01-01-1991 00:00:00
2732,Manipur,19.0100002,01-01-1992 00:00:00
2733,Manipur,19.1599998,01-01-1993 00:00:00
2734,Manipur,19.5900002,01-01-1994 00:00:00
2735,Manipur,19.7900009,01-01-1995 00:00:00
2736,Manipur,19.7199993,01-01-1996 00:00:00
2737,Manipur,19.1800003,01-01-1997 00:00:00
2738,Manipur,19.9500008,01-01-1998 00:00:00
2739,Manipur,20.1700001,01-01-1999 00:00:00
2740,Manipur,19.2800007,01-01-2000 00:00:00
2741,Manipur,20.0300007,01-01-2001 00:00:00
2742,Manipur,19.7900009,01-01-2002 00:00:00
2743,Manipur,19.7399998,01-01-2003 00:00:00
2744,Manipur,19.6599998,01-01-2004 00:00:00
2745,Manipur,20.0499992,01-01-2005 00:00:00
2746,Manipur,20.2600002,01-01-2006 00:00:00
2747,Manipur,19.9200001,01-01-2007 00:00:00
2748,Manipur,19.7999992,01-01-2008 00:00:00
2749,Manipur,20.4699993,01-01-2009 00:00:00
2750,Manipur,20.3500004,01-01-2010 00:00:00
2751,Manipur,19.9099998,01-01-2011 00:00:00
2752,Manipur,19.4799995,01-01-2012 00:00:00
2753,Manipur,19.5300007,01-01-2013 00:00:00
2754,Manipur,19.9200001,01-01-2014 00:00:00
2755,Manipur,19.5300007,01-01-2015 00:00:00
2756,Manipur,19.9400005,01-01-2016 00:00:00
2757,Manipur,19.8099995,01-01-2017 00:00:00
2758,Manipur,19.5000000,01-01-2018 00:00:00
2759,Manipur,19.8500004,01-01-2019 00:00:00
2760,Manipur,19.7000008,01-01-2020 00:00:00
2761,Meghalaya,21.3700008,01-01-1901 00:00:00
2762,Meghalaya,21.1800003,01-01-1902 00:00:00
2763,Meghalaya,21.3600006,01-01-1903 00:00:00
2764,Meghalaya,21.1399994,01-01-1904 00:00:00
2765,Meghalaya,20.7199993,01-01-1905 00:00:00
2766,Meghalaya,21.2700005,01-01-1906 00:00:00
2767,Meghalaya,21.1399994,01-01-1907 00:00:00
2768,Meghalaya,21.4699993,01-01-1908 00:00:00
2769,Meghalaya,21.5400009,01-01-1909 00:00:00
2770,Meghalaya,21.1000004,01-01-1910 00:00:00
2771,Meghalaya,21.0400009,01-01-1911 00:00:00
2772,Meghalaya,21.1800003,01-01-1912 00:00:00
2773,Meghalaya,20.9599991,01-01-1913 00:00:00
2774,Meghalaya,21.0799999,01-01-1914 00:00:00
2775,Meghalaya,21.7000008,01-01-1915 00:00:00
2776,Meghalaya,21.5100002,01-01-1916 00:00:00
2777,Meghalaya,21.1100006,01-01-1917 00:00:00
2778,Meghalaya,21.1100006,01-01-1918 00:00:00
2779,Meghalaya,21.5799999,01-01-1919 00:00:00
2780,Meghalaya,21.5499992,01-01-1920 00:00:00
2781,Meghalaya,21.5300007,01-01-1921 00:00:00
2782,Meghalaya,21.7000008,01-01-1922 00:00:00
2783,Meghalaya,21.6200008,01-01-1923 00:00:00
2784,Meghalaya,21.8099995,01-01-1924 00:00:00
2785,Meghalaya,20.9699993,01-01-1925 00:00:00
2786,Meghalaya,21.4200001,01-01-1926 00:00:00
2787,Meghalaya,21.2700005,01-01-1927 00:00:00
2788,Meghalaya,21.6499996,01-01-1928 00:00:00
2789,Meghalaya,21.3999996,01-01-1929 00:00:00
2790,Meghalaya,21.3299999,01-01-1930 00:00:00
2791,Meghalaya,21.7500000,01-01-1931 00:00:00
2792,Meghalaya,21.7000008,01-01-1932 00:00:00
2793,Meghalaya,21.4200001,01-01-1933 00:00:00
2794,Meghalaya,21.5200005,01-01-1934 00:00:00
2795,Meghalaya,21.7900009,01-01-1935 00:00:00
2796,Meghalaya,21.6000004,01-01-1936 00:00:00
2797,Meghalaya,21.6700001,01-01-1937 00:00:00
2798,Meghalaya,21.7299995,01-01-1938 00:00:00
2799,Meghalaya,21.7399998,01-01-1939 00:00:00
2800,Meghalaya,21.5900002,01-01-1940 00:00:00
2801,Meghalaya,21.8400002,01-01-1941 00:00:00
2802,Meghalaya,21.9400005,01-01-1942 00:00:00
2803,Meghalaya,21.6200008,01-01-1943 00:00:00
2804,Meghalaya,21.8500004,01-01-1944 00:00:00
2805,Meghalaya,21.6299992,01-01-1945 00:00:00
2806,Meghalaya,21.8700008,01-01-1946 00:00:00
2807,Meghalaya,21.9400005,01-01-1947 00:00:00
2808,Meghalaya,21.4699993,01-01-1948 00:00:00
2809,Meghalaya,21.0900002,01-01-1949 00:00:00
2810,Meghalaya,21.4300003,01-01-1950 00:00:00
2811,Meghalaya,21.6200008,01-01-1951 00:00:00
2812,Meghalaya,21.6299992,01-01-1952 00:00:00
2813,Meghalaya,21.6599998,01-01-1953 00:00:00
2814,Meghalaya,21.5000000,01-01-1954 00:00:00
2815,Meghalaya,21.4799995,01-01-1955 00:00:00
2816,Meghalaya,21.5799999,01-01-1956 00:00:00
2817,Meghalaya,21.6000004,01-01-1957 00:00:00
2818,Meghalaya,22.2000008,01-01-1958 00:00:00
2819,Meghalaya,21.5000000,01-01-1959 00:00:00
2820,Meghalaya,21.9899998,01-01-1960 00:00:00
2821,Meghalaya,21.6200008,01-01-1961 00:00:00
2822,Meghalaya,21.5799999,01-01-1962 00:00:00
2823,Meghalaya,21.5499992,01-01-1963 00:00:00
2824,Meghalaya,21.6299992,01-01-1964 00:00:00
2825,Meghalaya,21.3099995,01-01-1965 00:00:00
2826,Meghalaya,21.7600002,01-01-1966 00:00:00
2827,Meghalaya,21.2299995,01-01-1967 00:00:00
2828,Meghalaya,21.2399998,01-01-1968 00:00:00
2829,Meghalaya,21.6700001,01-01-1969 00:00:00
2830,Meghalaya,21.5499992,01-01-1970 00:00:00
2831,Meghalaya,21.1000004,01-01-1971 00:00:00
2832,Meghalaya,21.5200005,01-01-1972 00:00:00
2833,Meghalaya,21.6399994,01-01-1973 00:00:00
2834,Meghalaya,21.4200001,01-01-1974 00:00:00
2835,Meghalaya,21.5000000,01-01-1975 00:00:00
2836,Meghalaya,21.5599995,01-01-1976 00:00:00
2837,Meghalaya,21.3099995,01-01-1977 00:00:00
2838,Meghalaya,21.3700008,01-01-1978 00:00:00
2839,Meghalaya,22.0499992,01-01-1979 00:00:00
2840,Meghalaya,21.7299995,01-01-1980 00:00:00
2841,Meghalaya,21.5100002,01-01-1981 00:00:00
2842,Meghalaya,21.5000000,01-01-1982 00:00:00
2843,Meghalaya,21.3999996,01-01-1983 00:00:00
2844,Meghalaya,21.5900002,01-01-1984 00:00:00
2845,Meghalaya,21.7700005,01-01-1985 00:00:00
2846,Meghalaya,21.6100006,01-01-1986 00:00:00
2847,Meghalaya,21.9200001,01-01-1987 00:00:00
2848,Meghalaya,22.0599995,01-01-1988 00:00:00
2849,Meghalaya,21.6499996,01-01-1989 00:00:00
2850,Meghalaya,21.7000008,01-01-1990 00:00:00
2851,Meghalaya,21.2399998,01-01-1991 00:00:00
2852,Meghalaya,21.1000004,01-01-1992 00:00:00
2853,Meghalaya,21.2500000,01-01-1993 00:00:00
2854,Meghalaya,21.5699997,01-01-1994 00:00:00
2855,Meghalaya,21.8400002,01-01-1995 00:00:00
2856,Meghalaya,21.7299995,01-01-1996 00:00:00
2857,Meghalaya,21.1499996,01-01-1997 00:00:00
2858,Meghalaya,22.0900002,01-01-1998 00:00:00
2859,Meghalaya,22.2600002,01-01-1999 00:00:00
2860,Meghalaya,21.3600006,01-01-2000 00:00:00
2861,Meghalaya,22.1599998,01-01-2001 00:00:00
2862,Meghalaya,21.8700008,01-01-2002 00:00:00
2863,Meghalaya,21.8799992,01-01-2003 00:00:00
2864,Meghalaya,21.8999996,01-01-2004 00:00:00
2865,Meghalaya,22.1200008,01-01-2005 00:00:00
2866,Meghalaya,22.4899998,01-01-2006 00:00:00
2867,Meghalaya,22.2999992,01-01-2007 00:00:00
2868,Meghalaya,22.0100002,01-01-2008 00:00:00
2869,Meghalaya,22.7999992,01-01-2009 00:00:00
2870,Meghalaya,22.6499996,01-01-2010 00:00:00
2871,Meghalaya,22.0400009,01-01-2011 00:00:00
2872,Meghalaya,21.4699993,01-01-2012 00:00:00
2873,Meghalaya,21.5200005,01-01-2013 00:00:00
2874,Meghalaya,21.7700005,01-01-2014 00:00:00
2875,Meghalaya,21.5499992,01-01-2015 00:00:00
2876,Meghalaya,22.0499992,01-01-2016 00:00:00
2877,Meghalaya,21.8899994,01-01-2017 00:00:00
2878,Meghalaya,21.5100002,01-01-2018 00:00:00
2879,Meghalaya,21.8199997,01-01-2019 00:00:00
2880,Meghalaya,21.6599998,01-01-2020 00:00:00
2881,Mizoram,21.1100006,01-01-1901 00:00:00
2882,Mizoram,20.8999996,01-01-1902 00:00:00
2883,Mizoram,21.0900002,01-01-1903 00:00:00
2884,Mizoram,20.8700008,01-01-1904 00:00:00
2885,Mizoram,20.4899998,01-01-1905 00:00:00
2886,Mizoram,21.0499992,01-01-1906 00:00:00
2887,Mizoram,20.9099998,01-01-1907 00:00:00
2888,Mizoram,21.1700001,01-01-1908 00:00:00
2889,Mizoram,21.2999992,01-01-1909 00:00:00
2890,Mizoram,20.8400002,01-01-1910 00:00:00
2891,Mizoram,20.7600002,01-01-1911 00:00:00
2892,Mizoram,20.9599991,01-01-1912 00:00:00
2893,Mizoram,20.7500000,01-01-1913 00:00:00
2894,Mizoram,20.8199997,01-01-1914 00:00:00
2895,Mizoram,21.4400005,01-01-1915 00:00:00
2896,Mizoram,21.2700005,01-01-1916 00:00:00
2897,Mizoram,20.9099998,01-01-1917 00:00:00
2898,Mizoram,20.8899994,01-01-1918 00:00:00
2899,Mizoram,21.3799992,01-01-1919 00:00:00
2900,Mizoram,21.2999992,01-01-1920 00:00:00
2901,Mizoram,21.2700005,01-01-1921 00:00:00
2902,Mizoram,21.4599991,01-01-1922 00:00:00
2903,Mizoram,21.3199997,01-01-1923 00:00:00
2904,Mizoram,21.5300007,01-01-1924 00:00:00
2905,Mizoram,20.7800007,01-01-1925 00:00:00
2906,Mizoram,21.2399998,01-01-1926 00:00:00
2907,Mizoram,21.0499992,01-01-1927 00:00:00
2908,Mizoram,21.4300003,01-01-1928 00:00:00
2909,Mizoram,21.2199993,01-01-1929 00:00:00
2910,Mizoram,21.1399994,01-01-1930 00:00:00
2911,Mizoram,21.5400009,01-01-1931 00:00:00
2912,Mizoram,21.4500008,01-01-1932 00:00:00
2913,Mizoram,21.2299995,01-01-1933 00:00:00
2914,Mizoram,21.2900009,01-01-1934 00:00:00
2915,Mizoram,21.5000000,01-01-1935 00:00:00
2916,Mizoram,21.2999992,01-01-1936 00:00:00
2917,Mizoram,21.3999996,01-01-1937 00:00:00
2918,Mizoram,21.3999996,01-01-1938 00:00:00
2919,Mizoram,21.4200001,01-01-1939 00:00:00
2920,Mizoram,21.2099991,01-01-1940 00:00:00
2921,Mizoram,21.5599995,01-01-1941 00:00:00
2922,Mizoram,21.6499996,01-01-1942 00:00:00
2923,Mizoram,21.3099995,01-01-1943 00:00:00
2924,Mizoram,21.5300007,01-01-1944 00:00:00
2925,Mizoram,21.3400002,01-01-1945 00:00:00
2926,Mizoram,21.5799999,01-01-1946 00:00:00
2927,Mizoram,21.6299992,01-01-1947 00:00:00
2928,Mizoram,21.0900002,01-01-1948 00:00:00
2929,Mizoram,20.7999992,01-01-1949 00:00:00
2930,Mizoram,21.1399994,01-01-1950 00:00:00
2931,Mizoram,21.3099995,01-01-1951 00:00:00
2932,Mizoram,21.2999992,01-01-1952 00:00:00
2933,Mizoram,21.3600006,01-01-1953 00:00:00
2934,Mizoram,21.2500000,01-01-1954 00:00:00
2935,Mizoram,21.1200008,01-01-1955 00:00:00
2936,Mizoram,21.2299995,01-01-1956 00:00:00
2937,Mizoram,21.2900009,01-01-1957 00:00:00
2938,Mizoram,21.8199997,01-01-1958 00:00:00
2939,Mizoram,21.1399994,01-01-1959 00:00:00
2940,Mizoram,21.6100006,01-01-1960 00:00:00
2941,Mizoram,21.2700005,01-01-1961 00:00:00
2942,Mizoram,21.2600002,01-01-1962 00:00:00
2943,Mizoram,21.2800007,01-01-1963 00:00:00
2944,Mizoram,21.3799992,01-01-1964 00:00:00
2945,Mizoram,21.1299992,01-01-1965 00:00:00
2946,Mizoram,21.5300007,01-01-1966 00:00:00
2947,Mizoram,21.0599995,01-01-1967 00:00:00
2948,Mizoram,21.0499992,01-01-1968 00:00:00
2949,Mizoram,21.3799992,01-01-1969 00:00:00
2950,Mizoram,21.2199993,01-01-1970 00:00:00
2951,Mizoram,20.8199997,01-01-1971 00:00:00
2952,Mizoram,21.1599998,01-01-1972 00:00:00
2953,Mizoram,21.3999996,01-01-1973 00:00:00
2954,Mizoram,21.0100002,01-01-1974 00:00:00
2955,Mizoram,21.1499996,01-01-1975 00:00:00
2956,Mizoram,21.2299995,01-01-1976 00:00:00
2957,Mizoram,20.9599991,01-01-1977 00:00:00
2958,Mizoram,21.1599998,01-01-1978 00:00:00
2959,Mizoram,21.7399998,01-01-1979 00:00:00
2960,Mizoram,21.4099998,01-01-1980 00:00:00
2961,Mizoram,21.1900005,01-01-1981 00:00:00
2962,Mizoram,21.2099991,01-01-1982 00:00:00
2963,Mizoram,21.2199993,01-01-1983 00:00:00
2964,Mizoram,21.2900009,01-01-1984 00:00:00
2965,Mizoram,21.4899998,01-01-1985 00:00:00
2966,Mizoram,21.5000000,01-01-1986 00:00:00
2967,Mizoram,21.8099995,01-01-1987 00:00:00
2968,Mizoram,21.8899994,01-01-1988 00:00:00
2969,Mizoram,21.3700008,01-01-1989 00:00:00
2970,Mizoram,21.5400009,01-01-1990 00:00:00
2971,Mizoram,21.0599995,01-01-1991 00:00:00
2972,Mizoram,20.9500008,01-01-1992 00:00:00
2973,Mizoram,20.9599991,01-01-1993 00:00:00
2974,Mizoram,21.3600006,01-01-1994 00:00:00
2975,Mizoram,21.6599998,01-01-1995 00:00:00
2976,Mizoram,21.5599995,01-01-1996 00:00:00
2977,Mizoram,21.1399994,01-01-1997 00:00:00
2978,Mizoram,21.8600006,01-01-1998 00:00:00
2979,Mizoram,21.9599991,01-01-1999 00:00:00
2980,Mizoram,21.1499996,01-01-2000 00:00:00
2981,Mizoram,21.8999996,01-01-2001 00:00:00
2982,Mizoram,21.6700001,01-01-2002 00:00:00
2983,Mizoram,21.5499992,01-01-2003 00:00:00
2984,Mizoram,21.5400009,01-01-2004 00:00:00
2985,Mizoram,21.8899994,01-01-2005 00:00:00
2986,Mizoram,22.1100006,01-01-2006 00:00:00
2987,Mizoram,21.7099991,01-01-2007 00:00:00
2988,Mizoram,21.6399994,01-01-2008 00:00:00
2989,Mizoram,22.3400002,01-01-2009 00:00:00
2990,Mizoram,22.2199993,01-01-2010 00:00:00
2991,Mizoram,21.7600002,01-01-2011 00:00:00
2992,Mizoram,21.2099991,01-01-2012 00:00:00
2993,Mizoram,21.1700001,01-01-2013 00:00:00
2994,Mizoram,21.5200005,01-01-2014 00:00:00
2995,Mizoram,21.2299995,01-01-2015 00:00:00
2996,Mizoram,21.7299995,01-01-2016 00:00:00
2997,Mizoram,21.5100002,01-01-2017 00:00:00
2998,Mizoram,21.1000004,01-01-2018 00:00:00
2999,Mizoram,21.5400009,01-01-2019 00:00:00
3000,Mizoram,21.3299999,01-01-2020 00:00:00
3001,Nagaland,18.6900005,01-01-1901 00:00:00
3002,Nagaland,18.3400002,01-01-1902 00:00:00
3003,Nagaland,18.6299992,01-01-1903 00:00:00
3004,Nagaland,18.4200001,01-01-1904 00:00:00
3005,Nagaland,18.0200005,01-01-1905 00:00:00
3006,Nagaland,18.5499992,01-01-1906 00:00:00
3007,Nagaland,18.4200001,01-01-1907 00:00:00
3008,Nagaland,18.7500000,01-01-1908 00:00:00
3009,Nagaland,18.9099998,01-01-1909 00:00:00
3010,Nagaland,18.4200001,01-01-1910 00:00:00
3011,Nagaland,18.2900009,01-01-1911 00:00:00
3012,Nagaland,18.4400005,01-01-1912 00:00:00
3013,Nagaland,18.2800007,01-01-1913 00:00:00
3014,Nagaland,18.3700008,01-01-1914 00:00:00
3015,Nagaland,19.0000000,01-01-1915 00:00:00
3016,Nagaland,18.9300003,01-01-1916 00:00:00
3017,Nagaland,18.5599995,01-01-1917 00:00:00
3018,Nagaland,18.5300007,01-01-1918 00:00:00
3019,Nagaland,19.0499992,01-01-1919 00:00:00
3020,Nagaland,18.8999996,01-01-1920 00:00:00
3021,Nagaland,18.9599991,01-01-1921 00:00:00
3022,Nagaland,19.2099991,01-01-1922 00:00:00
3023,Nagaland,19.0100002,01-01-1923 00:00:00
3024,Nagaland,19.1900005,01-01-1924 00:00:00
3025,Nagaland,18.3999996,01-01-1925 00:00:00
3026,Nagaland,18.9500008,01-01-1926 00:00:00
3027,Nagaland,18.7500000,01-01-1927 00:00:00
3028,Nagaland,19.1499996,01-01-1928 00:00:00
3029,Nagaland,18.8999996,01-01-1929 00:00:00
3030,Nagaland,18.8199997,01-01-1930 00:00:00
3031,Nagaland,19.1900005,01-01-1931 00:00:00
3032,Nagaland,19.0699997,01-01-1932 00:00:00
3033,Nagaland,19.0900002,01-01-1933 00:00:00
3034,Nagaland,19.0000000,01-01-1934 00:00:00
3035,Nagaland,19.2000008,01-01-1935 00:00:00
3036,Nagaland,18.9799995,01-01-1936 00:00:00
3037,Nagaland,19.2000008,01-01-1937 00:00:00
3038,Nagaland,19.1299992,01-01-1938 00:00:00
3039,Nagaland,19.0499992,01-01-1939 00:00:00
3040,Nagaland,18.8799992,01-01-1940 00:00:00
