OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,TYPE_1,States,AverageAnnualTemperature,Year_Converted
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.6799999,01-01-1901 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.5599999,01-01-1902 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.27,01-01-1903 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8200001,01-01-1904 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.5,01-01-1905 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8,01-01-1906 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.22,01-01-1907 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.86,01-01-1908 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.99,01-01-1909 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.1300001,01-01-1910 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8,01-01-1911 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.6900001,01-01-1912 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.3599999,01-01-1913 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.84,01-01-1914 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.28,01-01-1915 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.58,01-01-1916 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.25,01-01-1917 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.99,01-01-1918 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.3499999,01-01-1919 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.4000001,01-01-1920 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.47,01-01-1921 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.58,01-01-1922 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.9400001,01-01-1923 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.9,01-01-1924 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.05,01-01-1925 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.1800001,01-01-1926 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.0999999,01-01-1927 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.65,01-01-1928 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.99,01-01-1929 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.22,01-01-1930 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.5599999,01-01-1931 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.4299999,01-01-1932 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.0899999,01-01-1933 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.77,01-01-1934 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.22,01-01-1935 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.89,01-01-1936 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.0799999,01-01-1937 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8099999,01-01-1938 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.83,01-01-1939 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.64,01-01-1940 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.65,01-01-1941 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.42,01-01-1942 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.47,01-01-1943 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.78,01-01-1944 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.98,01-01-1945 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.95,01-01-1946 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.1,01-01-1947 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8099999,01-01-1948 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.5599999,01-01-1949 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.3299999,01-01-1950 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.72,01-01-1951 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.48,01-01-1952 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.1,01-01-1953 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.88,01-01-1954 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.71,01-01-1955 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.4400001,01-01-1956 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.3699999,01-01-1957 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.26,01-01-1958 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.62,01-01-1959 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.55,01-01-1960 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.78,01-01-1961 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.67,01-01-1962 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.41,01-01-1963 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.84,01-01-1964 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.77,01-01-1965 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.75,01-01-1966 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.0999999,01-01-1967 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.03,01-01-1968 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.45,01-01-1969 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.26,01-01-1970 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.39,01-01-1971 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8,01-01-1972 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.33,01-01-1973 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.98,01-01-1974 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.3499999,01-01-1975 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.02,01-01-1976 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.52,01-01-1977 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.73,01-01-1978 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.75,01-01-1979 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.38,01-01-1980 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.8200001,01-01-1981 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.1600001,01-01-1982 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.4000001,01-01-1983 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.73,01-01-1984 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.35,01-01-1985 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.22,01-01-1986 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.65,01-01-1987 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.3200001,01-01-1988 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.3099999,01-01-1989 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.47,01-01-1990 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.0899999,01-01-1991 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-2.01,01-01-1992 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.58,01-01-1993 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.48,01-01-1994 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.91,01-01-1995 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.71,01-01-1996 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.9400001,01-01-1997 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.26,01-01-1998 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.59,01-01-1999 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.91,01-01-2000 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.7,01-01-2001 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.91,01-01-2002 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.3099999,01-01-2003 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.65,01-01-2004 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.4400001,01-01-2005 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.76,01-01-2006 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.56,01-01-2007 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.0599999,01-01-2008 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.54,01-01-2009 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.57,01-01-2010 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.89,01-01-2011 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.23,01-01-2012 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.78,01-01-2013 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.2,01-01-2014 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.87,01-01-2015 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.06,01-01-2016 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.53,01-01-2017 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-0.6,01-01-2018 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.12,01-01-2019 00:00
15,105,IND,India,15,Jammu and Kashmir,State,Jammu and Kashmir,-1.0700001,01-01-2020 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.6799999,01-01-1901 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.5599999,01-01-1902 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.27,01-01-1903 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8200001,01-01-1904 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.5,01-01-1905 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8,01-01-1906 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.22,01-01-1907 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.86,01-01-1908 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.99,01-01-1909 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.1300001,01-01-1910 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8,01-01-1911 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.6900001,01-01-1912 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.3599999,01-01-1913 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.84,01-01-1914 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.28,01-01-1915 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.58,01-01-1916 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.25,01-01-1917 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.99,01-01-1918 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.3499999,01-01-1919 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.4000001,01-01-1920 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.47,01-01-1921 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.58,01-01-1922 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.9400001,01-01-1923 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.9,01-01-1924 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.05,01-01-1925 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.1800001,01-01-1926 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.0999999,01-01-1927 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.65,01-01-1928 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.99,01-01-1929 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.22,01-01-1930 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.5599999,01-01-1931 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.4299999,01-01-1932 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.0899999,01-01-1933 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.77,01-01-1934 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.22,01-01-1935 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.89,01-01-1936 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.0799999,01-01-1937 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8099999,01-01-1938 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.83,01-01-1939 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.64,01-01-1940 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.65,01-01-1941 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.42,01-01-1942 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.47,01-01-1943 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.78,01-01-1944 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.98,01-01-1945 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.95,01-01-1946 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.1,01-01-1947 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8099999,01-01-1948 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.5599999,01-01-1949 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.3299999,01-01-1950 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.72,01-01-1951 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.48,01-01-1952 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.1,01-01-1953 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.88,01-01-1954 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.71,01-01-1955 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.4400001,01-01-1956 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.3699999,01-01-1957 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.26,01-01-1958 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.62,01-01-1959 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.55,01-01-1960 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.78,01-01-1961 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.67,01-01-1962 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.41,01-01-1963 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.84,01-01-1964 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.77,01-01-1965 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.75,01-01-1966 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.0999999,01-01-1967 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.03,01-01-1968 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.45,01-01-1969 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.26,01-01-1970 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.39,01-01-1971 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8,01-01-1972 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.33,01-01-1973 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.98,01-01-1974 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.3499999,01-01-1975 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.02,01-01-1976 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.52,01-01-1977 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.73,01-01-1978 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.75,01-01-1979 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.38,01-01-1980 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.8200001,01-01-1981 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.1600001,01-01-1982 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.4000001,01-01-1983 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.73,01-01-1984 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.35,01-01-1985 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.22,01-01-1986 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.65,01-01-1987 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.3200001,01-01-1988 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.3099999,01-01-1989 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.47,01-01-1990 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.0899999,01-01-1991 00:00
32,105,IND,India,32,Telangana,State,Telangana,-2.01,01-01-1992 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.58,01-01-1993 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.48,01-01-1994 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.91,01-01-1995 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.71,01-01-1996 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.9400001,01-01-1997 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.26,01-01-1998 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.59,01-01-1999 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.91,01-01-2000 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.7,01-01-2001 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.91,01-01-2002 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.3099999,01-01-2003 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.65,01-01-2004 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.4400001,01-01-2005 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.76,01-01-2006 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.56,01-01-2007 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.0599999,01-01-2008 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.54,01-01-2009 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.57,01-01-2010 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.89,01-01-2011 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.23,01-01-2012 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.78,01-01-2013 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.2,01-01-2014 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.87,01-01-2015 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.06,01-01-2016 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.53,01-01-2017 00:00
32,105,IND,India,32,Telangana,State,Telangana,-0.6,01-01-2018 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.12,01-01-2019 00:00
32,105,IND,India,32,Telangana,State,Telangana,-1.0700001,01-01-2020 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.8099995,01-01-1901 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.8400002,01-01-1902 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.6299992,01-01-1903 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2900009,01-01-1904 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.7999992,01-01-1905 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.9200001,01-01-1906 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3099995,01-01-1907 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2399998,01-01-1908 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.25,01-01-1909 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2000008,01-01-1910 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.4500008,01-01-1911 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.4500008,01-01-1912 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.5100002,01-01-1913 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.5200005,01-01-1914 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.5400009,01-01-1915 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2000008,01-01-1916 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.1100006,01-01-1917 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2399998,01-01-1918 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.7700005,01-01-1919 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3099995,01-01-1920 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2600002,01-01-1921 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.0200005,01-01-1922 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.0900002,01-01-1923 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2700005,01-01-1924 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.1700001,01-01-1925 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.5400009,01-01-1926 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2399998,01-01-1927 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.4200001,01-01-1928 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3600006,01-01-1929 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3500004,01-01-1930 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.5699997,01-01-1931 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2600002,01-01-1932 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.4699993,01-01-1933 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.2900009,01-01-1934 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3400002,01-01-1935 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3400002,01-01-1936 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.4099998,01-01-1937 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.1399994,01-01-1938 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.1399994,01-01-1939 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.0499992,01-01-1940 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.7700005,01-01-1941 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.9200001,01-01-1942 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.5699997,01-01-1943 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.7299995,01-01-1944 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.7399998,01-01-1945 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.8400002,01-01-1946 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.6800003,01-01-1947 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.6100006,01-01-1948 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.3799992,01-01-1949 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,27.4300003,01-01-1950 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.8299999,01-01-1951 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.8799992,01-01-1952 00:00
1,105,IND,India,1,Andaman and Nicobar,Union Territor,Andaman and Nicobar,26.8400002,01-01-1953 00:00
